thisisthetitleforthefirstexample
   3 185 318 13 502 1 3 1
     1     0.00000000e+00     0.00000000e+00
     2     1.00000000e-01     0.00000000e+00
     3     1.00000000e-01     1.00000000e-01
     4     0.00000000e+00     1.00000000e-01
     5     0.00000000e+00     5.00000000e-02
     6     9.09090900e-03     5.49586800e-02
     7     1.81818200e-02     5.89256200e-02
     8     2.72727300e-02     6.19008300e-02
     9     3.63636400e-02     6.38843000e-02
    10     4.54545500e-02     6.48760300e-02
    11     5.45454500e-02     6.48760300e-02
    12     6.36363600e-02     6.38843000e-02
    13     7.27272700e-02     6.19008300e-02
    14     8.18181800e-02     5.89256200e-02
    15     9.09090900e-02     5.49586800e-02
    16     1.00000000e-01     5.00000000e-02
    17     1.00000000e-01     8.12500000e-02
    18     5.00000000e-02     1.00000000e-01
    19     0.00000000e+00     8.12500000e-02
    20     1.00000000e-01     6.56250000e-02
    21     0.00000000e+00     6.56250000e-02
    22     5.00000000e-02     0.00000000e+00
    23     7.27587208e-02     2.57642017e-02
    24     3.87761770e-02     3.10017478e-02
    25     3.12500000e-02     1.00000000e-01
    26     6.87500000e-02     1.00000000e-01
    27     0.00000000e+00     2.50000000e-02
    28     5.67832621e-02     4.32266516e-02
    29     2.78460572e-02     8.10981626e-02
    30     6.10856389e-02     8.26653293e-02
    31     2.12044612e-02     3.95985821e-02
    32     8.26423915e-02     7.68205222e-02
    33     1.00000000e-01     2.50000000e-02
    34     4.25263732e-02     4.95550302e-02
    35     7.97057637e-02     4.16845184e-02
    36     3.96186686e-02     7.62091409e-02
    37     6.57440590e-02     5.17195097e-02
    38     1.90155293e-02     7.17546583e-02
    39     7.06177393e-02     7.40572254e-02
    40     2.60513033e-02     5.02564823e-02
    41     0.00000000e+00     3.75000000e-02
    42     5.00000000e-02     7.43857900e-02
    43     4.68986176e-02     8.71928950e-02
    44     2.50000000e-02     0.00000000e+00
    45     1.56250000e-02     1.00000000e-01
    46     1.39460194e-02     8.53904519e-02
    47     7.39083206e-02     8.72827101e-02
    48     8.43750000e-02     1.00000000e-01
    49     5.00000000e-02     5.60669764e-02
    50     1.13246333e-02     3.12500000e-02
    51     1.36506353e-02     1.36506353e-02
    52     2.49958352e-02     2.50915638e-02
    53     3.82238456e-02     1.32691813e-02
    54     1.00000000e-01     3.75000000e-02
    55     9.30691495e-03     4.37500000e-02
    56     9.07028450e-02     4.37678931e-02
    57     8.75197174e-02     3.05043115e-02
    58     7.50000000e-02     0.00000000e+00
    59     8.71759554e-02     1.28240446e-02
    60     2.99559260e-02     7.14279240e-02
    61     6.00266391e-02     7.29577765e-02
    62     5.62534973e-02     1.74100148e-02
    63     8.98935294e-02     6.50314965e-02
    64     1.01064706e-02     6.50314963e-02
    65     3.26852579e-02     4.08085529e-02
    66     7.97514962e-02     6.79872403e-02
    67     3.34604441e-02     5.53655393e-02
    68     7.48363479e-02     5.29687473e-02
    69     7.13317230e-02     4.47636681e-02
    70     7.26073019e-02     3.53061512e-02
    71     6.02260460e-02     3.03374998e-02
    72     9.08313436e-03     7.56519574e-02
    73     1.00000000e-01     7.34375000e-02
    74     9.17528514e-02     7.73437500e-02
    75     1.00000000e-01     9.21875000e-02
    76     8.65601291e-02     8.81821740e-02
    77     9.21875000e-02     1.00000000e-01
    78     1.67772614e-02     4.97442560e-02
    79     6.45811636e-02     3.90384089e-02
    80     4.16417169e-02     5.76644264e-02
    81     7.93343321e-02     3.06407247e-02
    82     8.14379289e-02     2.09325771e-02
    83     7.11391495e-02     1.26437245e-02
    84     6.25000000e-02     0.00000000e+00
    85     9.09704240e-02     2.15937431e-02
    86     4.96168823e-02     3.44080889e-02
    87     4.70534847e-02     2.36126380e-02
    88     4.74744858e-02     1.43128360e-02
    89     5.45718532e-02     8.18594079e-03
    90     3.75000000e-02     0.00000000e+00
    91     4.36924342e-02     6.31653110e-03
    92     6.25651251e-02     1.14940122e-02
    93     6.50640132e-02     2.04848666e-02
    94     9.32954737e-02     8.47459617e-02
    95     4.19727742e-02     3.97820362e-02
    96     4.87274363e-02     4.43015895e-02
    97     3.30110684e-02     4.80903362e-02
    98     7.91519698e-02     1.32303797e-02
    99     8.75000000e-02     0.00000000e+00
   100     1.00000000e-01     1.25000000e-02
   101     8.28231918e-02     6.29794035e-03
   102     7.55738999e-02     7.08657557e-03
   103     6.87500000e-02     0.00000000e+00
   104     3.67808945e-02     8.59944206e-02
   105     4.06250000e-02     1.00000000e-01
   106     2.83585920e-02     9.07632813e-02
   107     2.34375000e-02     1.00000000e-01
   108     1.95312500e-02     9.21498288e-02
   109     2.14103722e-02     8.49099130e-02
   110     3.59375000e-02     9.37562414e-02
   111     3.83035192e-02     2.21415849e-02
   112     3.03550579e-02     1.77764021e-02
   113     3.00754146e-02     8.16584921e-03
   114     2.16756192e-02     1.70383985e-02
   115     1.45484210e-02     2.27226794e-02
   116     1.25000000e-02     0.00000000e+00
   117     2.07570196e-02     8.01565845e-03
   118     0.00000000e+00     1.25000000e-02
   119     6.50359810e-03     1.89383642e-02
   120     3.23776186e-02     2.69003991e-02
   121     2.68883440e-02     3.33351087e-02
   122     1.93151979e-02     3.07347025e-02
   123     0.00000000e+00     5.78125000e-02
   124     1.00000000e-01     5.78125000e-02
   125     5.93750000e-02     1.00000000e-01
   126     6.40625000e-02     9.17108361e-02
   127     5.46875000e-02     9.20858004e-02
   128     5.39112293e-02     8.46756172e-02
   129     4.03591534e-02     6.94213245e-02
   130     6.71646673e-02     5.82306350e-02
   131     5.86228127e-02     5.68276783e-02
   132     5.48436738e-02     5.04138964e-02
   133     2.11695057e-02     6.51730708e-02
   134     6.91978952e-02     6.75496023e-02
   135     2.27272750e-02     6.04132250e-02
   136     4.56550675e-02     8.01126860e-02
   137     7.81250000e-03     1.00000000e-01
   138     0.00000000e+00     9.21875000e-02
   139     1.16147240e-02     9.30039955e-02
   140     6.87303393e-02     8.15489227e-02
   141     7.60211583e-02     8.01697609e-02
